1149453.867910,871413.051647,-8200.000000
1149397.540792,871444.597761,-8200.000000
1149453.867910,871663.719199,-8200.000000
1149493.590138,871444.597761,-8200.000000
1149453.867910,871413.051647,-8200.000000
1148447.247761,872439.589081,-8200.000000
1148405.781463,872450.859701,-8200.000000
1148447.247761,872471.439167,-8200.000000
1148498.093721,872450.859701,-8200.000000
1148447.247761,872439.589081,-8200.000000
1149453.867910,871211.683150,-8100.000000
1149037.987570,871444.597761,-8100.000000
1148447.247761,872063.123798,-8100.000000
1147440.627612,872366.957352,-8100.000000
1146988.887627,872450.859701,-8100.000000
1146434.007463,872862.539089,-8100.000000
1145427.387313,873332.812091,-8100.000000
1145235.584767,873457.121642,-8100.000000
1144961.126272,874463.383582,-8100.000000
1145262.459717,875469.645522,-8100.000000
1145427.387313,875538.884938,-8100.000000
1145535.789166,875469.645522,-8100.000000
1146434.007463,874685.311378,-8100.000000
1146758.594605,874463.383582,-8100.000000
1147440.627612,874096.492438,-8100.000000
1148114.907971,873457.121642,-8100.000000
1148447.247761,873158.841810,-8100.000000
1149453.867910,872636.325140,-8100.000000
1149616.287207,872450.859701,-8100.000000
1149747.149267,871444.597761,-8100.000000
1149453.867910,871211.683150,-8100.000000
1151467.108209,870304.966219,-8000.000000
1151365.172881,870438.335821,-8000.000000
1151389.500350,871444.597761,-8000.000000
1151467.108209,871489.696446,-8000.000000
1151546.229710,871444.597761,-8000.000000
1151652.596228,870438.335821,-8000.000000
1151467.108209,870304.966219,-8000.000000
1143696.709691,872338.323458,-8000.000000
1144272.324046,872450.859701,-8000.000000
1144420.767164,872516.428709,-8000.000000
1144535.681366,872450.859701,-8000.000000
1145427.387313,872252.054375,-8000.000000
1146434.007463,872160.792503,-8000.000000
1147440.627612,872090.211079,-8000.000000
1148447.247761,871686.658515,-8000.000000
1148678.434348,871444.597761,-8000.000000
1149453.867910,871010.314654,-8000.000000
1150000.708396,871444.597761,-8000.000000
1149987.750435,872450.859701,-8000.000000
1149453.867910,873060.496358,-8000.000000
1148826.843181,873457.121642,-8000.000000
1148447.247761,873760.464602,-8000.000000
1147716.338783,874463.383582,-8000.000000
1147440.627612,874753.890945,-8000.000000
1146544.482478,875469.645522,-8000.000000
1146434.007463,875562.317018,-8000.000000
1145427.387313,876214.077967,-8000.000000
1144420.767164,876018.025605,-8000.000000
1143996.836708,875469.645522,-8000.000000
1144062.842146,874463.383582,-8000.000000
1143507.173639,873457.121642,-8000.000000
1143414.147015,873254.141098,-8000.000000
1143283.375116,873131.081529,-8000.000000
1151467.108209,869757.910185,-7900.000000
1150947.054093,870438.335821,-7900.000000
1150877.168976,871444.597761,-7900.000000
1151467.108209,871787.417212,-7900.000000
1152068.553458,871444.597761,-7900.000000
1152413.431824,870438.335821,-7900.000000
1151467.108209,869757.910185,-7900.000000
1144054.520204,871652.058165,-7900.000000
1144420.767164,871692.449740,-7900.000000
1145427.387313,871632.645665,-7900.000000
1146434.007463,871698.611883,-7900.000000
1147440.627612,871813.464806,-7900.000000
1148234.582434,871444.597761,-7900.000000
1148447.247761,871369.955182,-7900.000000
1149453.867910,870808.946158,-7900.000000
1150254.267525,871444.597761,-7900.000000
1150359.213663,872450.859701,-7900.000000
1149486.615568,873457.121642,-7900.000000
1149453.867910,873486.177827,-7900.000000
1148447.247761,874296.333348,-7900.000000
1148273.545643,874463.383582,-7900.000000
1147440.627612,875341.000616,-7900.000000
1147279.560522,875469.645522,-7900.000000
1146434.007463,876178.934097,-7900.000000
1145990.790120,876475.907463,-7900.000000
1145427.387313,876845.896680,-7900.000000
1144420.767164,877177.753131,-7900.000000
1143414.147015,877418.113911,-7900.000000
1143141.547075,877482.169403,-7900.000000
1142407.526866,877514.160198,-7900.000000
1141400.906716,877936.089243,-7900.000000
1140990.503830,877956.709820,-7900.000000
1141486.747759,876838.010810,-7900.000000
1142407.526866,877332.310594,-7900.000000
1142922.185731,876475.907463,-7900.000000
1143201.410273,875469.645522,-7900.000000
1143190.506710,874463.383582,-7900.000000
1142736.615651,874179.742847,-7900.000000
1144392.028846,871004.730996,-7800.000000
1144420.767164,871005.698231,-7800.000000
1145427.387313,871078.852891,-7800.000000
1146434.007463,871265.725272,-7800.000000
1147012.839201,871444.597761,-7800.000000
1147440.627612,871536.718533,-7800.000000
1147638.909708,871444.597761,-7800.000000
1148447.247761,871160.882320,-7800.000000
1149453.867910,870607.577661,-7800.000000
1150460.488060,870908.450771,-7800.000000
1150528.935305,870438.335821,-7800.000000
1151267.125128,869432.073881,-7800.000000
1151467.108209,869287.927584,-7800.000000
1152473.728358,869104.414066,-7800.000000
1152852.180373,869432.073881,-7800.000000
1152712.591162,870438.335821,-7800.000000
1152535.031871,871444.597761,-7800.000000
1152473.728358,871559.336620,-7800.000000
1151467.108209,872085.137978,-7800.000000
1150834.856889,872450.859701,-7800.000000
1150460.488060,872892.143281,-7800.000000
1149990.886491,873457.121642,-7800.000000
1149453.867910,873933.604923,-7800.000000
1148817.280500,874463.383582,-7800.000000
1148447.247761,874783.550371,-7800.000000
1147789.089200,875469.645522,-7800.000000
1147440.627612,875997.702467,-7800.000000
1146859.788543,876475.907463,-7800.000000
1146434.007463,876678.076590,-7800.000000
1145427.387313,877450.241571,-7800.000000
1145360.216746,877482.169403,-7800.000000
1144420.767164,878176.182459,-7800.000000
1143930.094459,878488.431343,-7800.000000
1143668.197332,879494.693284,-7800.000000
1143414.147015,879848.374904,-7800.000000
1142821.567694,879494.693284,-7800.000000
1142940.263521,878488.431343,-7800.000000
1142407.526866,878213.576862,-7800.000000
