!
! Generated by IES export
!
@FAULT HEADER, FALT, 80, 1
 X (EASTING)         ,  1,  1,  1,  1, 15,  7, 1e+030,            , 15,  7,  0
 Y (NORTHING)        ,  2,  2,  1, 16, 30,  7, 1e+030,            , 15,  7,  0
 SEG I.D.            ,  3, 35,  1, 31, 40,  7, 1e+030,            , 10,  1,  0
@
   1816757.0000    573932.0000         1                                        
   1816608.9776    573957.1167         1                                        
   1816460.9553    573982.2334         1                                        
   1816312.9363    574007.3512         1                                        
   1816164.9106    574032.4668         1                                        
   1816016.9050    574057.5889         1                                        
   1815868.8726    574082.7024         1                                        
   1815720.8536    574107.8201         1                                        
   1815572.8212    574132.9336         1                                        
   1815424.8021    574158.0514         1                                        
   1815276.8101    574183.1778         1                                        
   1815128.7642    574208.2870         1                                        
   1814980.7452    574233.4048         1                                        
   1814832.7262    574258.5225         1                                        
   1814684.7073    574283.6403         1                                        
   1814536.7415    574308.7753         1                                        
   1814388.6956    574333.8846         1                                        
   1814240.6765    574359.0023         1                                        
   1814092.7107    574384.1374         1                                        
   1813944.6919    574409.2551         1                                        
   1813796.6729    574434.3729         1                                        
   1813648.5986    574459.4738         1                                        
   1813500.6335    574484.6087         1                                        
   1813352.6145    574509.7264         1                                        
   1813204.5405    574534.8273         1                                        
   1813056.5215    574559.9451         1                                        
   1812908.4487    574585.0457         1                                        
   1812760.4297    574610.1635         1                                        
   1812612.4644    574635.2984         1                                        
   1812464.4448    574660.4163         1                                        
   1812316.3716    574685.5170         1                                        
   1812168.4067    574710.6519         1                                        
   1812020.3335    574735.7526         1                                        
   1811872.3691    574760.8874         1                                        
   1811724.2954    574785.9881         1                                        
   1811576.2764    574811.1059         1                                        
   1811428.3105    574836.2409         1                                        
   1811280.2925    574861.3586         1                                        
   1811132.2734    574886.4764         1                                        
   1810984.2544    574911.5942         1                                        
   1810836.2354    574936.7119         1                                        
   1810688.2163    574961.8297         1                                        
   1810540.1968    574986.9476         1                                        
   1810392.1772    575012.0654         1                                        
   1810244.1587    575037.1831         1                                        
   1810096.1392    575062.3010         1                                        
   1809948.1201    575087.4188         1                                        
   1809800.1011    575112.5366         1                                        
   1809652.0811    575137.6545         1                                        
   1809504.0625    575162.7722         1                                        
   1809356.0430    575187.8901         1                                        
   1809208.0244    575213.0078         1                                        
   1809060.0059    575238.1256         1                                        
   1808911.9868    575263.2434         1                                        
   1808763.9678    575288.3611         1                                        
   1808615.9482    575313.4790         1                                        
   1808467.9287    575338.5969         1                                        
   1808319.9092    575363.7147         1                                        
   1808171.8896    575388.8326         1                                        
   1808023.8701    575413.9504         1                                        
   1807875.8496    575439.0685         1                                        
   1807727.8311    575464.1862         1                                        
   1807579.8115    575489.3041         1                                        
   1807431.7920    575514.4219         1                                        
   1807283.7715    575539.5399         1                                        
   1807135.7520    575564.6578         1                                        
   1806987.7334    575589.7755         1                                        
   1806839.7129    575614.8936         1                                        
   1806691.6934    575640.0114         1                                        
   1806543.6738    575665.1293         1                                        
   1806395.6553    575690.2469         1                                        
   1806247.6348    575715.3650         1                                        
   1806238.0049    575716.9991         1                                        
   1806237.9766    575857.3557         1                                        
   1806238.0439    576007.5120         1                                        
   1806237.9463    576157.6167         1                                        
   1806237.9531    576307.7546         1                                        
   1806237.9600    576457.8923         1                                        
   1806237.9600    576608.0281         1                                        
   1806238.0273    576758.1843         1                                        
   1806237.9727    576908.3040         1                                        
   1806238.0400    577058.4602         1                                        
   1806237.9463    577208.5659         1                                        
   1806238.0537    577358.7358         1                                        
   1806237.9463    577508.8372         1                                        
   1806237.9727    577658.9817         1                                        
   1806238.0273    577809.1335         1                                        
   1806237.9727    577959.2532         1                                        
   1806238.0537    578109.4136         1                                        
   1806237.9463    578259.5151         1                                        
   1806238.0000    578409.6670         1                                        
   1806237.9463    578559.7866         1                                        
   1806238.0537    578709.9565         1                                        
   1806238.0537    578860.0913         1                                        
   1806237.9463    579010.1929         1                                        
   1806238.0537    579160.3628         1                                        
   1806237.9463    579310.4644         1                                        
   1806238.0537    579460.6343         1                                        
   1806237.9463    579610.7358         1                                        
   1806238.0537    579760.9058         1                                        
   1806238.0000    579911.0225         1                                        
   1806238.0000    580061.1582         1                                        
   1806238.0000    580211.2939         1                                        
   1806238.0000    580361.4297         1                                        
   1806238.0000    580511.5654         1                                        
   1806238.0537    580661.7173         1                                        
   1806237.9463    580811.8198         1                                        
   1806238.0000    580961.9717         1                                        
   1806238.0000    581112.1074         1                                        
   1806238.0000    581262.2432         1                                        
   1806238.0000    581412.3804         1                                        
   1806238.0000    581562.5146         1                                        
   1806238.0000    581712.6494         1                                        
   1806238.0000    581862.7837         1                                        
   1806238.0000    582012.9209         1                                        
   1806238.0000    582163.0576         1                                        
   1806238.0000    582313.1924         1                                        
   1806238.0000    582463.3291         1                                        
   1806238.0000    582613.4639         1                                        
   1806238.0000    582763.5986         1                                        
   1806238.0000    582913.7334         1                                        
   1806238.0000    583063.8701         1                                        
   1806238.0000    583214.0068         1                                        
   1806238.0000    583364.1416         1                                        
   1806238.0000    583514.2783         1                                        
   1806238.0000    583664.4131         1                                        
   1806238.0000    583814.5479         1                                        
   1806238.0000    583964.6826         1                                        
   1806238.0000    584114.8193         1                                        
   1806238.0000    584264.9541         1                                        
   1806238.0000    584415.0908         1                                        
   1806238.0000    584565.2275         1                                        
   1806238.0000    584715.3623         1                                        
   1806238.0000    584865.4971         1                                        
   1806238.0000    585015.6318         1                                        
   1806238.0000    585165.7686         1                                        
   1806238.0000    585315.9033         1                                        
   1806238.0000    585466.0400         1                                        
   1806238.0000    585616.1768         1                                        
   1806238.0000    585766.3115         1                                        
   1806238.0000    585916.4463         1                                        
   1806238.0000    586066.5811         1                                        
   1806238.0000    586216.7178         1                                        
   1806238.0000    586366.8525         1                                        
   1806238.0000    586516.9873         1                                        
   1806238.0000    586667.1260         1                                        
   1806238.0000    586817.2607         1                                        
   1806238.0000    586967.3955         1                                        
   1806237.9844    587082.0068         1                                        
   1806216.5801    587110.3359         1                                        
   1806125.9043    587230.0146         1                                        
   1806035.2285    587349.6924         1                                        
   1805944.6611    587469.4043         1                                        
   1805853.9805    587589.0840         1                                        
   1805763.4131    587708.7959         1                                        
   1805672.7383    587828.4727         1                                        
