1140320.049283,882986.733481,9999999999.990000,1
1141957.903140,878907.550290,9999999999.990000,1
1143224.922162,874550.240972,9999999999.990000,1
1144831.873116,871861.688415,9999999999.990000,1
1148231.192442,867535.282000,9999999999.990000,1
1149930.852105,865032.146860,9999999999.990000,1
1152773.919177,861941.856564,9999999999.990000,1
1155493.374638,857059.197896,9999999999.990000,1
1152495.793050,862065.468176,9999999999.990000,1
1149930.852105,864784.923637,9999999999.990000,1
1148076.677927,867504.379097,9999999999.990000,1
1144831.873116,871583.562288,9999999999.990000,1
1142946.796035,874735.658390,9999999999.990000,1
1142019.708946,878165.880619,9999999999.990000,1
1141092.621858,880669.015759,9999999999.990000,1
1140320.049283,882986.733481,9999999999.990000,1
1147087.785032,888580.158917,9999999999.990000,2
1150579.813067,886231.538292,9999999999.990000,2
1155740.597861,883017.636384,9999999999.990000,2
1160932.285559,880421.792535,9999999999.990000,2
1164826.051332,877486.016754,9999999999.990000,2
1167545.506793,870903.698423,9999999999.990000,2
1164609.731011,877300.599336,9999999999.990000,2
1160963.188462,880174.569311,9999999999.990000,2
1155184.345608,883079.442190,9999999999.990000,2
1150518.007261,886046.120874,9999999999.990000,2
1147087.785032,888580.158917,9999999999.990000,2
1153175.656916,891515.934698,9999999999.990000,3
1156049.626891,889414.537297,9999999999.990000,3
1157409.354621,888209.324082,9999999999.990000,3
1159016.305575,886355.149904,9999999999.990000,3
1160067.004276,882863.121869,9999999999.990000,3
1160932.285559,881565.199945,9999999999.990000,3
1165598.623906,877424.210948,9999999999.990000,3
1168503.496784,873283.221951,9999999999.990000,3
1165845.847130,877300.599336,9999999999.990000,3
1160994.091365,881843.326071,9999999999.990000,3
1160345.130403,882801.316063,9999999999.990000,3
1159325.334605,886324.247001,9999999999.990000,3
1157625.674942,888178.421179,9999999999.990000,3
1156049.626891,889630.857618,9999999999.990000,3
1153175.656916,891515.934698,9999999999.990000,3
1158336.441710,890310.721483,9999999999.990000,4
1161241.314589,886138.829583,9999999999.990000,4
1162755.556834,883573.888637,9999999999.990000,4
1161179.508783,886664.178933,9999999999.990000,4
1160097.907179,888054.809567,9999999999.990000,4
1158336.441710,890310.721483,9999999999.990000,4
