1065632.793707,984286.963915,9999999999.990000,1
1087298.412940,965870.870264,9999999999.990000,1
1095962.949577,958352.902674,9999999999.990000,1
1102684.925141,952797.392147,9999999999.990000,1
1114647.611405,942595.016548,9999999999.990000,1
1119605.608738,938140.068412,9999999999.990000,1
1124269.551374,933687.768230,9999999999.990000,1
1126981.513968,930135.141973,9999999999.990000,1
1128723.256078,927669.325241,9999999999.990000,1
1131336.287190,924019.605233,9999999999.990000,1
1134147.049214,920564.106303,9999999999.990000,1
1138755.326193,912575.422358,9999999999.990000,1
1141953.294192,906907.859438,9999999999.990000,1
1145303.648446,902242.408408,9999999999.990000,1
1148886.344593,896858.108624,9999999999.990000,1
1153691.701743,889312.483119,9999999999.990000,1
1156623.161940,885893.251882,9999999999.990000,1
1162346.131553,879438.332486,9999999999.990000,1
1168637.095807,872404.865997,9999999999.990000,1
1172186.021673,868597.769353,9999999999.990000,1
1171565.349062,868651.209273,9999999999.990000,1
1167589.900714,872844.442767,9999999999.990000,1
1159925.952815,881276.084334,9999999999.990000,1
1155858.700794,885900.201851,9999999999.990000,1
1152879.457500,889319.863619,9999999999.990000,1
1149396.735894,895181.051622,9999999999.990000,1
1146945.159795,898834.859517,9999999999.990000,1
1141046.766728,907059.432118,9999999999.990000,1
1138883.945318,910949.578384,9999999999.990000,1
1135486.114827,916925.942547,9999999999.990000,1
1132201.377247,922149.743817,9999999999.990000,1
1128812.385328,926688.496406,9999999999.990000,1
1124942.229510,932211.640735,9999999999.990000,1
1121056.070844,935970.884902,9999999999.990000,1
1115709.653501,940821.352917,9999999999.990000,1
1108707.806059,946862.795057,9999999999.990000,1
1099937.760023,954485.744615,9999999999.990000,1
1093216.611993,960115.097536,9999999999.990000,1
1086539.894054,965744.025706,9999999999.990000,1
1082693.781503,969075.383873,9999999999.990000,1
1079863.857782,971462.027116,9999999999.990000,1
1066246.124105,983123.100757,9999999999.990000,1
1065632.793707,984286.963915,9999999999.990000,1
