!
! Generated by IES export
!
@FAULT HEADER, FALT, 80, 1
 X (EASTING)         ,  1,  1,  1,  1, 15,  7, 1e+030,            , 15,  7,  0
 Y (NORTHING)        ,  2,  2,  1, 16, 30,  7, 1e+030,            , 15,  7,  0
 SEG I.D.            ,  3, 35,  1, 31, 40,  7, 1e+030,            , 10,  1,  0
@
   1956794.1917    453763.8378         1                                        
   1956792.6292    453595.1593         1                                        
   1956791.3635    453451.6711         1                                        
   1956788.4573    453157.0392         1                                        
   1956782.8792    452563.7781         1                                        
   1956780.8010    452346.8259         1                                        
   1956779.0979    452166.4947         1                                        
   1956779.0510    452159.1703         1                                        
   1956170.3792    452165.6297         1                                        
   1956060.8479    452166.6214         1                                        
   1955438.6448    452173.0883         1                                        
   1955151.2698    452176.3280         1                                        
   1955151.4417    452086.5456         1                                        
   1955152.8323    451749.4969         1                                        
   1955060.4885    451750.4133         1                                        
   1954588.8479    451755.8376         1                                        
   1954490.4729    451758.3449         1                                        
   1954329.1760    451761.2914         1                                        
   1953597.8167    451776.7912         1                                        
   1953491.2073    451779.0221         1                                        
   1953160.2229    451786.2261         1                                        
   1952956.4885    451788.0963         1                                        
   1952866.3323    451788.4706         1                                        
   1952491.8792    451788.9426         1                                        
   1952134.8010    451789.5574         1                                        
   1951492.1448    451790.6557         1                                        
   1951476.7854    451790.7408         1                                        
   1951403.2542    451790.9270         1                                        
   1951194.3167    451791.4242         1                                        
   1950982.6292    451792.9406         1                                        
   1950890.5042    451866.8144         1                                        
   1950766.2542    451966.5060         1                                        
   1950723.5510    452000.8168         1                                        
   1950677.6760    452037.9204         1                                        
   1950600.6760    452099.9481         1                                        
   1950206.1760    452418.3634         1                                        
   1950118.9417    452498.5431         1                                        
   1949843.6135    452751.8172         1                                        
   1949750.7542    452837.1379         1                                        
   1949610.8635    452931.6086         1                                        
   1949515.8635    452995.7472         1                                        
   1949473.8792    453024.0672         1                                        
   1949026.6135    453325.4166         1                                        
   1948912.2385    453402.5482         1                                        
   1948908.0510    453405.5691         1                                        
   1948877.4573    453427.2777         1                                        
   1948797.9729    453483.6758         1                                        
   1948246.6917    453874.7904         1                                        
   1948229.8479    453886.7648         1                                        
   1948208.0667    453899.1012         1                                        
   1947976.0042    454031.6549         1                                        
   1947965.8948    454037.3751         1                                        
   1947868.7698    454092.8878         1                                        
   1947807.4104    454119.5555         1                                        
   1947581.6917    454241.5389         1                                        
   1947330.6448    454377.1092         1                                        
   1947269.8792    454409.8810         1                                        
   1946928.8948    454638.1175         1                                        
   1946916.1604    454646.6293         1                                        
   1946821.5510    454738.6500         1                                        
   1946607.1760    454947.2638         1                                        
   1946558.0667    455002.4982         1                                        
   1946473.3635    455097.9024         1                                        
   1946381.7542    455201.1185         1                                        
   1946372.6760    455211.3844         1                                        
   1946160.7073    455450.1803         1                                        
   1945929.9260    455778.1019         1                                        
   1945874.0198    455857.3534         1                                        
   1945808.3323    455950.5379         1                                        
   1945437.8010    456291.5472         1                                        
   1945313.2229    456421.7259         1                                        
   1945265.0979    456471.8558         1                                        
   1945242.8167    456489.8631         1                                        
   1945237.7229    456494.0008         1                                        
   1945026.3010    456664.7909         1                                        
   1944926.2542    456741.7733         1                                        
   1944804.6604    456835.3177         1                                        
   1944705.2385    456911.8548         1                                        
   1944523.3635    457096.8973         1                                        
   1944478.9573    457142.0145         1                                        
   1944416.6604    457205.3343         1                                        
   1944271.5823    457326.1141         1                                        
   1944149.4104    457427.6615         1                                        
   1943915.8323    457585.0809         1                                        
   1943839.2073    457636.7333         1                                        
   1943684.0510    457695.5506         1                                        
   1943665.0354    457694.3417         1                                        
   1943661.0198    457695.0331         1                                        
   1943637.7385    457698.4017         1                                        
   1943523.3792    457691.5931         1                                        
   1943394.2542    457661.6874         1                                        
   1943307.3323    457630.8436         1                                        
   1943267.9417    457616.7831         1                                        
   1943216.0354    457588.9315         1                                        
   1943131.7542    457543.7562         1                                        
   1943014.8323    457549.9554         1                                        
   1942918.2229    457548.3661         1                                        
   1942830.0354    457575.4657         1                                        
   1942719.2229    457609.3734         1                                        
   1942702.9260    457618.1366         1                                        
   1942604.1292    457671.3880         1                                        
   1942523.7229    457730.1795         1                                        
   1942498.8948    457748.3212         1                                        
   1942350.3010    457843.6312         1                                        
   1942300.2073    457870.3744         1                                        
   1942212.0667    457917.4559         1                                        
   1942060.7229    458025.1073         1                                        
   1941920.5510    458053.7816         1                                        
   1941855.8948    458059.7606         1                                        
   1941846.9417    458060.4857         1                                        
   1941825.9417    458061.0697         1                                        
   1941821.3635    458061.3216         1                                        
   1941745.1760    458063.8265         1                                        
   1941681.5667    458062.9188         1                                        
   1941653.7854    458062.5497         1                                        
   1941422.9104    458041.8973         1                                        
   1941366.8948    458053.3710         1                                        
   1941282.8479    458070.5814         1                                        
   1941140.8010    458146.2245         1                                        
   1941026.8948    458206.9203         1                                        
   1940985.3167    458274.3426         1                                        
   1940946.5198    458348.1830         1                                        
   1940925.4104    458388.6102         1                                        
   1940905.7854    458404.3910         1                                        
   1940835.4417    458461.2435         1                                        
   1940745.8010    458515.8968         1                                        
   1940668.8948    458560.0326         1                                        
   1940584.3167    458620.4242         1                                        
   1940559.4729    458647.5604         1                                        
   1940524.9104    458685.3060         1                                        
   1940357.6135    458845.6991         1                                        
   1940313.5510    458911.4764         1                                        
   1940287.8167    458941.2836         1                                        
   1940269.3167    458989.2416         1                                        
   1940236.4104    459028.4193         1                                        
   1940163.4573    459114.8153         1                                        
   1940106.5510    459185.4540         1                                        
   1940078.8167    459203.4003         1                                        
   1940025.4104    459238.1698         1                                        
   1940014.3167    459245.4593         1                                        
   1939804.1760    459377.7464         1                                        
   1939693.7854    459454.4164         1                                        
   1939624.4260    459519.4837         1                                        
   1939565.1760    459579.7103         1                                        
   1939503.4104    459632.1859         1                                        
   1939476.6917    459664.9984         1                                        
   1939423.8792    459730.2860         1                                        
   1939407.8479    459750.0404         1                                        
   1939276.7229    459865.7010         1                                        
   1939092.0354    459989.9491         1                                        
   1939020.5198    460019.6346         1                                        
   1938936.3635    460043.9715         1                                        
   1938816.3167    460095.3055         1                                        
   1938775.5354    460117.5653         1                                        
   1938767.4417    460121.9501         1                                        
   1938724.1135    460145.5585         1                                        
   1938645.8948    460194.4930         1                                        
   1938637.0667    460200.1044         1                                        
   1938558.0979    460219.8583         1                                        
   1938504.4885    460236.9930         1                                        
   1938465.4729    460247.0331         1                                        
   1938458.5354    460248.8573         1                                        
   1938278.9260    460195.6337         1                                        
   1938193.0042    460163.8358         1                                        
   1938076.5979    460135.1395         1                                        
   1938063.8792    460132.0106         1                                        
   1938042.0979    460127.5038         1                                        
   1937917.0354    460101.6454         1                                        
   1937729.0354    460104.2030         1                                        
