# Model:	C:/Users/tmenotti/Documents/STANFORD/RESEARCH/NEW_SALINAS/MODELS/PM2011/SALINAS/pm3d/02_W_SALINAS
# Data Access:	Top
# Event:	Event_11
# X, Y Unit:	meter
# Depth Unit:	meter
# Layer:	06_WEST_MOHN_700x747
# Overlay:	Depth
# Overlay Unit:	meter
#
#
#                X                 Y                 Z             Value
    1785292.0000000000     607651.5000000000       -509.4485778809       -509.4485778809
    1785364.6250000000     607637.0000000000       -504.0836486816       -504.0836486816
    1785514.8750000000     607606.9375000000       -474.7771606445       -474.7771606445
    1785665.0000000000     607576.8750000000       -430.1622009277       -430.1622009277
    1785761.6250000000     607557.5625000000       -409.4655456543       -409.4655456543
    1785815.2500000000     607545.1875000000       -397.5183410645       -397.5183410645
    1785868.7500000000     607532.8750000000       -387.3408203125       -387.3408203125
    1785965.5000000000     607510.5625000000       -364.9688720703       -364.9688720703
    1786115.7500000000     607475.8750000000       -350.8485412598       -350.8485412598
    1786265.8750000000     607441.2500000000       -357.5215148926       -357.5215148926
    1786416.1250000000     607406.5625000000       -378.8419799805       -378.8419799805
    1786519.3750000000     607382.7500000000       -403.4393310547       -403.4393310547
    1786566.3750000000     607371.8750000000       -414.6754455566       -414.6754455566
    1786716.5000000000     607337.2500000000       -427.9506530762       -427.9506530762
    1786866.7500000000     607302.5625000000       -419.5232849121       -419.5232849121
    1787017.0000000000     607267.8750000000       -401.6016235352       -401.6016235352
    1787167.1250000000     607233.2500000000       -380.9763183594       -380.9763183594
    1787170.0000000000     607232.6250000000       -380.7003479004       -380.7003479004
    1787317.3750000000     607198.5625000000       -370.1584167480       -370.1584167480
    1787467.6250000000     607163.9375000000       -356.6136169434       -356.6136169434
    1787617.7500000000     607129.2500000000       -338.1256713867       -338.1256713867
    1787768.0000000000     607094.5625000000       -319.9617919922       -319.9617919922
    1787820.5000000000     607082.4375000000       -321.5076904297       -321.5076904297
    1787918.2500000000     607059.9375000000       -325.0671997070       -325.0671997070
    1788068.5000000000     607025.2500000000       -346.6350402832       -346.6350402832
    1788218.6250000000     606990.5625000000       -342.6194458008       -342.6194458008
    1788368.8750000000     606955.9375000000       -322.8572082520       -322.8572082520
    1788471.1250000000     606932.3125000000       -321.1061706543       -321.1061706543
    1788519.1250000000     606921.2500000000       -319.4997253418       -319.4997253418
    1788669.2500000000     606886.5625000000       -323.2973632813       -323.2973632813
    1788819.5000000000     606851.9375000000       -298.2530517578       -298.2530517578
    1788969.7500000000     606817.2500000000       -255.0560913086       -255.0560913086
    1789119.8750000000     606782.6250000000       -238.8879241943       -238.8879241943
    1789121.6250000000     606782.1875000000       -238.8974456787       -238.8974456787
    1789270.1250000000     606747.9375000000       -237.6097412109       -237.6097412109
    1789420.3750000000     606713.2500000000       -243.1101837158       -243.1101837158
    1789570.6250000000     606678.6250000000       -258.5483703613       -258.5483703613
    1789720.7500000000     606643.9375000000       -269.7488708496       -269.7488708496
    1789772.2500000000     606632.0625000000       -273.2626953125       -273.2626953125
    1789871.0000000000     606609.2500000000       -274.7752685547       -274.7752685547
    1790021.2500000000     606574.6250000000       -235.0402679443       -235.0402679443
    1790171.3750000000     606539.9375000000       -175.8318328857       -175.8318328857
    1790321.6250000000     606505.3125000000       -145.3100128174       -145.3100128174
    1790422.8750000000     606481.9375000000       -132.9710235596       -132.9710235596
    1790471.8750000000     606470.6250000000       -126.7430191040       -126.7430191040
    1790622.0000000000     606435.9375000000       -128.1453399658       -128.1453399658
    1790645.7500000000     606430.5000000000       -130.5596923828       -130.5596923828
    1790735.5000000000     606331.8125000000       -138.6407775879       -138.6407775879
    1790772.2500000000     606291.3750000000       -143.4103546143       -143.4103546143
    1790872.0000000000     606181.6875000000       -142.0854492188       -142.0854492188
    1790922.5000000000     606126.1250000000       -133.1445617676       -133.1445617676
    1791008.5000000000     606031.5000000000       -110.1902389526       -110.1902389526
    1791072.6250000000     605960.9375000000       -100.4077148438       -100.4077148438
    1791145.0000000000     605881.3750000000       -104.3503036499       -104.3503036499
    1791222.8750000000     605795.6875000000       -102.9873657227       -102.9873657227
    1791281.5000000000     605731.2500000000        -97.1484985352        -97.1484985352
    1791373.1250000000     605630.4375000000        -87.6554718018        -87.6554718018
    1791417.8750000000     605581.1250000000        -80.8099975586        -80.8099975586
    1791523.3750000000     605465.1875000000        -59.3185005188        -59.3185005188
    1791554.3750000000     605431.0000000000        -52.6468582153        -52.6468582153
    1791673.5000000000     605300.0000000000        -28.0277500153        -28.0277500153
    1791690.8750000000     605280.8750000000        -24.9014549255        -24.9014549255
    1791823.7500000000     605134.7500000000         -8.2819175720         -8.2819175720
    1791827.3750000000     605130.7500000000         -7.9221577644         -7.9221577644
    1791963.8750000000     604980.6250000000          3.6808927059          3.6808927059
    1791974.0000000000     604969.5000000000          4.9229469299          4.9229469299
    1792100.3750000000     604830.4375000000         25.7899646759         25.7899646759
    1792124.1250000000     604804.2500000000         30.8453235626         30.8453235626
    1792236.8750000000     604680.3125000000         57.6788558960         57.6788558960
    1792274.3750000000     604639.0625000000         66.6610260010         66.6610260010
    1792373.3750000000     604530.1875000000         86.2572784424         86.2572784424
    1792424.6250000000     604473.8125000000         92.5171737671         92.5171737671
    1792509.7500000000     604380.0625000000         97.8106689453         97.8106689453
    1792574.7500000000     604308.5625000000         98.1935119629         98.1935119629
    1792646.2500000000     604229.9375000000         98.7581329346         98.7581329346
    1792725.0000000000     604143.3125000000        101.1631698608        101.1631698608
    1792782.7500000000     604079.8125000000        104.4772567749        104.4772567749
    1792875.2500000000     603978.1250000000        111.7150802612        111.7150802612
    1792919.2500000000     603929.6875000000        115.9623336792        115.9623336792
    1793025.5000000000     603812.8750000000        127.3474807739        127.3474807739
    1793055.7500000000     603779.5625000000        131.2120819092        131.2120819092
    1793175.6250000000     603647.6250000000        147.1821899414        147.1821899414
    1793192.2500000000     603629.3750000000        149.8224182129        149.8224182129
    1793325.8750000000     603482.4375000000        171.7423095703        171.7423095703
    1793328.7500000000     603479.2500000000        172.2839660645        172.2839660645
    1793465.2500000000     603329.1250000000        198.9746246338        198.9746246338
    1793476.1250000000     603317.1875000000        201.2422790527        201.2422790527
    1793601.6250000000     603179.0000000000        230.3700561523        230.3700561523
    1793626.2500000000     603151.9375000000        236.3848876953        236.3848876953
    1793738.1250000000     603028.8750000000        264.9003906250        264.9003906250
    1793776.5000000000     602986.6875000000        274.6995239258        274.6995239258
    1793874.6250000000     602878.7500000000        298.6029663086        298.6029663086
    1793926.7500000000     602821.5000000000        309.7604064941        309.7604064941
    1794011.1250000000     602728.6250000000        324.3205566406        324.3205566406
    1794076.8750000000     602656.2500000000        332.3315429688        332.3315429688
    1794147.6250000000     602578.5000000000        338.7120361328        338.7120361328
    1794227.1250000000     602491.0000000000        345.5311279297        345.5311279297
    1794284.1250000000     602428.3125000000        350.6260375977        350.6260375977
    1794377.3750000000     602325.7500000000        361.4227905273        361.4227905273
    1794420.6250000000     602278.1875000000        367.2608642578        367.2608642578
    1794527.5000000000     602160.5625000000        382.8675537109        382.8675537109
    1794557.1250000000     602128.0625000000        387.5528564453        387.5528564453
    1794677.7500000000     601995.3125000000        408.5221557617        408.5221557617
    1794693.5000000000     601977.9375000000        411.4462585449        411.4462585449
    1794828.0000000000     601830.0625000000        438.5895996094        438.5895996094
    1794830.0000000000     601827.8125000000        439.0040893555        439.0040893555
    1794966.5000000000     601677.6875000000        468.2596130371        468.2596130371
    1794978.2500000000     601664.8125000000        470.9187011719        470.9187011719
    1795103.0000000000     601527.5625000000        496.0310668945        496.0310668945
    1795128.3750000000     601499.6250000000        501.3221435547        501.3221435547
    1795239.5000000000     601377.4375000000        518.9032592773        518.9032592773
    1795278.6250000000     601334.3750000000        525.0626831055        525.0626831055
    1795376.0000000000     601227.2500000000        535.5739135742        535.5739135742
    1795428.8750000000     601169.1250000000        540.8851318359        540.8851318359
    1795512.5000000000     601077.1250000000        545.5668334961        545.5668334961
    1795579.0000000000     601003.9375000000        548.9111328125        548.9111328125
    1795649.0000000000     600927.0000000000        551.8358764648        551.8358764648
    1795729.2500000000     600838.6875000000        556.7861328125        556.7861328125
    1795785.3750000000     600776.8750000000        560.6142578125        560.6142578125
    1795879.5000000000     600673.4375000000        567.8138427734        567.8138427734
    1795921.8750000000     600626.7500000000        571.3466796875        571.3466796875
    1796029.6250000000     600508.1875000000        580.1365356445        580.1365356445
    1796058.3750000000     600476.6250000000        582.5135498047        582.5135498047
    1796179.8750000000     600343.0000000000        589.3782348633        589.3782348633
    1796194.8750000000     600326.5000000000        590.1312255859        590.1312255859
    1796281.3750000000     600231.3750000000        592.1860961914        592.1860961914
    1796323.0000000000     600176.3125000000        594.3466186523        594.3466186523
    1796330.1250000000     600167.0000000000        594.4743652344        594.4743652344
    1796436.7500000000     600026.1875000000        596.6647338867        596.6647338867
    1796480.3750000000     599968.5625000000        596.6385498047        596.6385498047
    1796550.3750000000     599876.0625000000        596.4287109375        596.4287109375
    1796630.5000000000     599770.1875000000        594.4777832031        594.4777832031
    1796664.0000000000     599725.9375000000        593.8007812500        593.8007812500
    1796777.7500000000     599575.8125000000        588.9932861328        588.9932861328
    1796780.7500000000     599571.8125000000        588.7106933594        588.7106933594
    1796891.3750000000     599425.6875000000        578.9793090820        578.9793090820
    1796931.0000000000     599373.3750000000        573.0468750000        573.0468750000
    1797005.0000000000     599275.5625000000        562.4243774414        562.4243774414
    1797081.1250000000     599175.0000000000        544.0912475586        544.0912475586
    1797118.7500000000     599125.4375000000        535.0119628906        535.0119628906
    1797231.3750000000     598976.6250000000        493.5107727051        493.5107727051
    1797232.3750000000     598975.2500000000        493.1368408203        493.1368408203
    1797346.1250000000     598825.1250000000        434.4845581055        434.4845581055
    1797381.6250000000     598778.2500000000        420.4478149414        420.4478149414
    1797459.7500000000     598675.0000000000        374.3451843262        374.3451843262
    1797531.7500000000     598579.8125000000        316.9669494629        316.9669494629
    1797573.3750000000     598524.8750000000        290.3015441895        290.3015441895
    1797682.0000000000     598381.4375000000        201.7943725586        201.7943725586
    1797687.1250000000     598374.7500000000        197.6575622559        197.6575622559
    1797800.7500000000     598224.6250000000        107.1748352051        107.1748352051
    1797832.2500000000     598183.0625000000         83.8428039551         83.8428039551
    1797914.3750000000     598074.5000000000         21.2785854340         21.2785854340
    1797982.3750000000     597984.6250000000        -25.9408226013        -25.9408226013
    1798028.1250000000     597924.3750000000        -49.3219108582        -49.3219108582
    1798132.6250000000     597786.2500000000        -88.2385711670        -88.2385711670
    1798141.7500000000     597774.1875000000        -93.5000152588        -93.5000152588
    1798255.5000000000     597624.0625000000       -176.9821777344       -176.9821777344
    1798282.8750000000     597587.8750000000       -196.0046539307       -196.0046539307
    1798369.1250000000     597473.9375000000       -255.5142364502       -255.5142364502
    1798433.1250000000     597389.5000000000       -290.5265197754       -290.5265197754
    1798482.7500000000     597323.8125000000       -316.6198730469       -316.6198730469
    1798583.2500000000     597191.0625000000       -351.4503173828       -351.4503173828
    1798596.5000000000     597173.6875000000       -356.0572204590       -356.0572204590
    1798710.1250000000     597023.5625000000       -383.1466979980       -383.1466979980
    1798733.5000000000     596992.6875000000       -393.5767211914       -393.5767211914
    1798823.7500000000     596873.4375000000       -404.2276611328       -404.2276611328
    1798883.7500000000     596794.3125000000       -406.5436096191       -406.5436096191
    1798937.5000000000     596723.3125000000       -416.8082275391       -416.8082275391
    1799033.8750000000     596595.8750000000       -364.6185607910       -364.6185607910
    1799051.1250000000     596573.1250000000       -355.5476379395       -355.5476379395
    1799164.8750000000     596423.0000000000       -311.5845031738       -311.5845031738
    1799184.1250000000     596397.5000000000       -306.3559570313       -306.3559570313
    1799278.5000000000     596272.8750000000       -294.3407287598       -294.3407287598
    1799334.3750000000     596199.1250000000       -299.4203186035       -299.4203186035
    1799392.1250000000     596122.7500000000       -310.0289306641       -310.0289306641
    1799484.5000000000     596000.7500000000       -327.3665466309       -327.3665466309
