1153559.877135,877726.294561,9999999999.990000,1
1152810.649174,877603.798929,9999999999.990000,1
1151922.389812,877427.149669,9999999999.990000,1
1151539.548702,877502.353680,9999999999.990000,1
1151056.768434,877688.415657,9999999999.990000,1
1150394.086334,878069.899587,9999999999.990000,1
1149925.945807,878534.398715,9999999999.990000,1
1149306.083074,879630.088789,9999999999.990000,1
1148672.237991,880520.006133,9999999999.990000,1
1148408.988808,880873.639029,9999999999.990000,1
1148047.973089,881131.264989,9999999999.990000,1
1147493.513583,881426.982411,9999999999.990000,1
1146830.385811,881760.021347,9999999999.990000,1
1146168.576340,882238.389908,9999999999.990000,1
1145748.323584,882641.894890,9999999999.990000,1
1145245.382298,883276.275556,9999999999.990000,1
1144921.026257,883569.903568,9999999999.990000,1
1145623.862512,884506.557254,9999999999.990000,1
1146667.580836,883786.141993,9999999999.990000,1
1148722.991057,882377.914822,9999999999.990000,1
1151338.435535,880366.761505,9999999999.990000,1
1152734.938142,879352.297471,9999999999.990000,1
1154161.693298,878111.349773,9999999999.990000,1
1154373.919864,877866.672244,9999999999.990000,1
1153559.877135,877726.294561,9999999999.990000,1
1149637.451279,881658.670467,9999999999.990000,2
1150035.211286,881016.703449,9999999999.990000,2
1150324.990181,880473.770255,9999999999.990000,2
1150716.569152,879499.894879,9999999999.990000,2
1151147.800721,878946.616987,9999999999.990000,2
1151741.475373,878488.809465,9999999999.990000,2
1152579.842564,878287.300830,9999999999.990000,2
1153144.873233,878233.693794,9999999999.990000,2
1153888.651085,878291.565386,9999999999.990000,2
1152718.634999,879336.287926,9999999999.990000,2
1151322.279166,880366.908268,9999999999.990000,2
1149637.451279,881658.670467,9999999999.990000,2
